Country,Code,year,Population,GDP,GDP_growth,Life_expectancy,TF
Panama,PAN,1986,2282798,5613700000,3.567787971,72.08543902,0
Costa Rica,CRI,1979,2284076,4035519472,4.939123955,71.96704878,0
Paraguay,PRY,1967,2298083,451524124.5,9.150367204,64.96646341,0
Nicaragua,NIC,1969,2327542,750000002.9,6.237703907,52.97812195,0
Panama,PAN,1987,2333008,5638300000,-1.809055118,72.34226829,0
Costa Rica,CRI,1980,2348427,4831447173,0.751895403,72.53287805,0
Honduras,HND,1965,2352637,508650000,9.037129471,49.54736585,0
Paraguay,PRY,1968,2360108,477012512.7,4.527073841,65.10895122,0
Panama,PAN,1988,2383722,4874500000,-13.37984403,72.58895122,0
Nicaragua,NIC,1970,2399677,778569938.9,1.353826591,53.64365854,0
Puerto Rico,PRI,1961,2399722,1865099904,9.53977744,68.94265854,0
Costa Rica,CRI,1981,2414832,2623807083,-2.261655507,73.05521951,0
Honduras,HND,1966,2420234,549950016,5.373842106,50.14765854,0
Paraguay,PRY,1969,2422485,512728946.2,4.701151408,65.26573171,0
Panama,PAN,1989,2434964,4887500000,1.562246858,72.82753659,0
Puerto Rico,PRI,1962,2450322,2088899712,7.529501206,69.14492683,0
Nicaragua,NIC,1971,2474312,828569953.5,3.304756499,54.28673171,0
Costa Rica,CRI,1982,2483355,2606621245,-7.285568847,73.52507317,0
Paraguay,PRY,1970,2484736,548758098.3,5.553425736,65.43339024,0
Honduras,HND,1967,2486288,598099984,5.977542882,50.73739024,0
Panama,PAN,1990,2486776,5313200000,8.098992753,73.05958537,0
Puerto Rico,PRI,1963,2504530,2326999808,10.39961556,69.35497561,0
Panama,PAN,1991,2539140,5842300000,9.419006662,73.28460976,0
Paraguay,PRY,1971,2546729,609047285.3,5.538151939,65.6065122,0
Nicaragua,NIC,1972,2551425,878570045.4,2.220722892,54.89917073,0
Honduras,HND,1968,2552200,646800016,6.598183134,51.32463415,0
Costa Rica,CRI,1983,2553714,3976453955,2.862992702,73.94041463,0
Puerto Rico,PRI,1964,2554066,2570399744,7.110626364,69.59226829,0
Uruguay,URY,1961,2571834,1549623556,2.493037939,68.11226829,0
Panama,PAN,1992,2592117,6641400000,8.201680025,73.50407317,0
Puerto Rico,PRI,1965,2594000,2881999872,9.080426795,69.86973171,0
Uruguay,URY,1962,2604042,1709221321,-1.574548874,68.29663415,0
Paraguay,PRY,1972,2608887,697291727.5,6.631297476,65.77521951,0
Honduras,HND,1969,2620014,668000032,0.655438849,51.91487805,0
Puerto Rico,PRI,1966,2624995,3169799936,7.060445771,70.18619512,0
Costa Rica,CRI,1984,2625561,4593908762,6.201703583,74.3002439,0
Nicaragua,NIC,1973,2631065,1092900015,6.417013974,55.47592683,0
Uruguay,URY,1963,2635294,1538971682,0.170458852,68.44092683,0
Puerto Rico,PRI,1967,2645674,3550000128,6.281392039,70.52453659,0
Panama,PAN,1993,2645922,7252700000,5.455743309,73.71682927,0
Puerto Rico,PRI,1968,2662064,3986899968,4.750747477,70.86721951,0
Uruguay,URY,1964,2665561,1974511146,2.440520778,68.54314634,0
Paraguay,PRY,1973,2671997,889357059.7,7.302812907,65.93209756,0
Puerto Rico,PRI,1969,2684150,4460700160,8.85460878,71.2082439,0
Honduras,HND,1970,2691309,723000000,3.626720995,52.51514634,0
Uruguay,URY,1965,2694714,1889185075,1.045604038,68.60680488,0
Costa Rica,CRI,1985,2698616,4796628462,1.041412257,74.60704878,0
Panama,PAN,1994,2700823,7733900000,2.850147742,73.92529268,0
Nicaragua,NIC,1974,2713287,1521400012,14.19242509,56.0134878,0
Puerto Rico,PRI,1970,2718000,5034599936,8.687030878,71.54373171,0
Uruguay,URY,1966,2723055,1808775748,3.062855952,68.63592683,0
Paraguay,PRY,1974,2737152,1199618980,8.381525438,66.07614634,0
Uruguay,URY,1967,2750273,1598149807,-3.656834102,68.6455122,0
Panama,PAN,1995,2757004,7906100000,1.751678624,74.13026829,0
Puerto Rico,PRI,1971,2762190,5647000000,13.83721625,71.86985366,0
Honduras,HND,1971,2766445,731000000,3.995003579,53.13295122,0
Costa Rica,CRI,1986,2772823,5477895476,5.784949502,74.86985366,0
Uruguay,URY,1968,2774949,1593701209,1.888911735,68.65109756,0
Uruguay,URY,1969,2795223,2004342742,5.864740629,68.66170732,0
Nicaragua,NIC,1975,2798048,1581599959,-0.153246894,56.50892683,0
Paraguay,PRY,1975,2805232,1351889403,6.852444715,66.20690244,0
Uruguay,URY,1970,2809981,2137241935,2.333213408,68.68580488,0
Panama,PAN,1996,2814525,9322100000,2.810584059,74.33163415,0
Puerto Rico,PRI,1972,2817256,6329000000,7.388105457,72.18226829,0
Uruguay,URY,1971,2818462,2807342742,-0.251711546,68.73036585,0
Uruguay,URY,1972,2821645,2189502775,-1.319569861,68.79590244,0
Uruguay,URY,1973,2822306,3964295673,0.27519959,68.88390244,0
Uruguay,URY,1974,2824291,4090252474,2.89534464,68.99736585,0
Uruguay,URY,1975,2830378,3538292267,6.096914288,69.14282927,0
Uruguay,URY,1976,2841603,3667161241,3.935470168,69.32131707,0
Honduras,HND,1972,2845261,802999968,5.76230507,53.77082927,0
Costa Rica,CRI,1987,2848141,5841132961,6.875439671,75.10165854,0
Uruguay,URY,1977,2857218,4114664911,1.455461208,69.52985366,0
Panama,PAN,1997,2873288,10084000000,6.460990549,74.5317561,0
Uruguay,URY,1978,2876019,4910255623,5.373985328,69.76446341,0
Paraguay,PRY,1976,2876352,1540820246,7.525949531,66.32580488,0
Puerto Rico,PRI,1973,2878786,7002000000,5.966314587,72.47804878,0
Nicaragua,NIC,1976,2885281,1836899999,5.209454497,56.95785366,0
Uruguay,URY,1979,2896016,7181180175,6.199116722,70.01860976,0
Uruguay,URY,1980,2915735,10163020116,5.843400922,70.28629268,0
Costa Rica,CRI,1988,2924348,6063759371,3.819392956,75.31597561,0
Honduras,HND,1973,2928191,912499968,7.869852328,54.4307561,0
Panama,PAN,1998,2933100,10932500000,7.341501753,74.729,0
Uruguay,URY,1981,2934985,11048335541,1.559559808,70.55897561,0
Puerto Rico,PRI,1974,2939299,7685000000,0.05387931,72.75121951,0
Paraguay,PRY,1977,2950552,1912353340,11.4940816,66.43878049,0
Uruguay,URY,1982,2954236,9178802451,-9.757871452,70.83160976,0
Uruguay,URY,1983,2973436,5102281489,-10.27439921,71.09617073,0
Nicaragua,NIC,1977,2974713,2226999874,8.368480533,57.37,0
Uruguay,URY,1984,2992644,4850241442,-1.142617415,71.34863415,0
Panama,PAN,1999,2993685,11456300000,3.917206421,74.92482927,0
Puerto Rico,PRI,1975,2994000,8198000000,-2.53096392,72.9942439,0
Costa Rica,CRI,1989,3001196,6866402028,5.065672853,75.52231707,0
Uruguay,URY,1985,3011918,4732017873,1.466536,71.58346341,0
Honduras,HND,1974,3015607,1034500000,-1.227641614,55.1152439,0
Paraguay,PRY,1978,3028542,2350329157,12.02872995,66.5497561,0
Uruguay,URY,1986,3031053,5880112947,8.809808311,71.79858537,0
Puerto Rico,PRI,1976,3043854,8969000000,5.276243094,73.20056098,0
Uruguay,URY,1987,3049987,7367494222,7.993137194,71.99756098,0
Panama,PAN,2000,3054812,11620500000,2.715373567,75.11663415,0
Nicaragua,NIC,1978,3065820,2127699979,-7.838800375,57.75714634,0
Uruguay,URY,1988,3069112,8213515459,1.48093745,72.18490244,0
Costa Rica,CRI,1990,3078551,7403457319,3.904917803,75.72668293,0
Puerto Rico,PRI,1977,3088690,9911000000,6.533718184,73.369,0
Uruguay,URY,1989,3088980,8438951476,1.103901054,72.36419512,0
Honduras,HND,1975,3107735,1124000000,2.13068177,55.82329268,0
Uruguay,URY,1990,3109941,9298839655,0.297348369,72.53953659,0
Paraguay,PRY,1979,3111140,3135123880,11.86214697,66.66070732,0
Panama,PAN,2001,3116409,11807500000,0.574272925,75.30390244,0
Puerto Rico,PRI,1978,3129421,11165000000,6.600985222,73.50385366,0
Uruguay,URY,1991,3131936,11206193313,3.538808495,72.71904878,0
Uruguay,URY,1992,3154657,12878157306,7.931588405,72.90731707,0
Costa Rica,CRI,1991,3155979,7162546761,2.571919971,75.93356098,0
Nicaragua,NIC,1979,3157930,1567599982,-26.47878886,58.12846341,0
Puerto Rico,PRI,1979,3168088,12750000000,6.099815157,73.61002439,0
Uruguay,URY,1993,3177867,15002144584,2.657546111,73.10639024,0
Panama,PAN,2002,3178450,12272400000,2.228887218,75.48621951,0
Paraguay,PRY,1980,3198848,4094810488,11.71214594,66.77109756,0
Uruguay,URY,1994,3201235,17474578502,7.28134266,73.31726829,0
Honduras,HND,1976,3204880,1347999936,10.50069295,56.55490244,0
Puerto Rico,PRI,1980,3206000,14436000000,1.524390244,73.70229268,0
Uruguay,URY,1995,3224383,19297663097,-1.447598978,73.53946341,0
Costa Rica,CRI,1992,3233568,8573611050,9.15201618,76.14195122,0
Panama,PAN,2003,3240805,12933200000,4.205763358,75.66321951,0
Puerto Rico,PRI,1981,3242552,15956000000,1.072501073,73.7984878,0
Uruguay,URY,1996,3247585,20515465834,5.57795777,73.76787805,0
Nicaragua,NIC,1980,3250470,2144300006,4.611732279,58.49709756,0
Uruguay,URY,1997,3270549,23969746851,8.547683221,73.99692683,0
Puerto Rico,PRI,1982,3277453,16764000000,-3.034804754,73.90858537,0
Uruguay,URY,1998,3291677,25385928196,4.518890092,74.223,0
Paraguay,PRY,1981,3291955,5219516810,9.17045885,66.87895122,0
Panama,PAN,2004,3303335,14179300000,7.52208031,75.83656098,0
Honduras,HND,1977,3306985,1669499968,10.38388924,57.30304878,0
Uruguay,URY,1999,3308884,23983945191,-1.939212155,74.44356098,0
Puerto Rico,PRI,1983,3311138,17277000000,0.459619173,74.03663415,0
Costa Rica,CRI,1993,3312307,9638291587,7.413680559,76.35034146,0
Uruguay,URY,2000,3320841,22823255806,-1.929930632,74.66009756,0
Uruguay,URY,2004,3323822,13686333822,5.004160357,75.51326829,0
Uruguay,URY,2005,3325155,17362872710,7.460132065,75.72285366,0
Uruguay,URY,2003,3325411,12045627411,0.80528392,75.29968293,0
Uruguay,URY,2001,3326762,20898788420,-3.844129957,74.87260976,0
Uruguay,URY,2002,3327500,13606494599,-7.73200722,75.08612195,0
Uruguay,URY,2006,3330217,19579479147,4.098577398,75.92495122,0
Uruguay,URY,2007,3338384,23410536955,6.541510849,76.11604878,0
Nicaragua,NIC,1981,3343536,2474700227,5.36329019,58.87312195,0
Puerto Rico,PRI,1984,3344190,19163000000,7.320261438,74.17763415,0
Uruguay,URY,2008,3348898,30366148248,7.176144661,76.29512195,0
Uruguay,URY,2009,3360431,30229404321,2.245484921,76.46117073,0
Panama,PAN,2005,3365929,15464700000,7.191278857,76.00890244,0
Uruguay,URY,2010,3371982,38846222985,8.947159427,76.61621951,0
Puerto Rico,PRI,1985,3377000,20289000000,2.050345108,74.30868293,0
Uruguay,URY,2011,3383486,46434697451,6.530652065,76.76426829,0
Paraguay,PRY,1982,3390101,5067450002,-1.397617717,66.98378049,0
Costa Rica,CRI,1994,3393575,10557530654,4.729601446,76.55873171,0
Uruguay,URY,2012,3395253,49919727146,3.935344107,76.90782927,0
Puerto Rico,PRI,1986,3409554,21969000000,8.175850408,74.40039024,0
Honduras,HND,1978,3413422,1929499968,10.00570125,58.06373171,0
Dominican Republic,DOM,1961,3424702,654100160,-2.313248512,52.5782439,0
Bolivia,BOL,1961,3428270,612518907.2,2.07998367,42.97687805,0
Panama,PAN,2006,3428509,17137000000,8.52776116,76.18346341,0
Nicaragua,NIC,1982,3437017,2454499872,-0.816361919,59.26656098,0
Puerto Rico,PRI,1987,3441850,23878000000,4.909893343,74.43046341,0
Puerto Rico,PRI,1988,3473898,26178000000,6.520595968,74.39358537,0
Costa Rica,CRI,1995,3478197,11722357067,3.920889571,76.76760976,0
Panama,PAN,2007,3491034,19793700000,12.11266127,76.36385366,0
Paraguay,PRY,1983,3492295,5237432542,-3.042617885,67.08658537,0
Bolivia,BOL,1962,3505427,669722540.4,5.570224684,43.28914634,0
Puerto Rico,PRI,1989,3505650,28267000000,4.936646372,74.29895122,0
Honduras,HND,1979,3523279,2251499968,4.664420834,58.83292683,0
Nicaragua,NIC,1983,3529935,2753100058,4.613211627,59.6894878,0
Puerto Rico,PRI,1990,3537000,30604000000,3.779206523,74.16917073,0
Dominican Republic,DOM,1962,3540319,824099968,17.04724072,53.2992439,0
Panama,PAN,2008,3553480,23001600000,10.11741706,76.55117073,0
Puerto Rico,PRI,1991,3562110,32287000000,2.296766395,74.03880488,0
Costa Rica,CRI,1996,3566605,11843228540,0.886582088,76.9754878,0
Bolivia,BOL,1963,3584782,721142960.4,6.420701221,43.60341463,0
Puerto Rico,PRI,1992,3585176,34630000000,4.564254062,73.94636585,0
Paraguay,PRY,1984,3597135,4067222420,2.816599447,67.18887805,0
Puerto Rico,PRI,1993,3615497,36923000000,4.647549089,73.92087805,0
Panama,PAN,2009,3615846,24162900000,3.856190119,76.74646341,0
Nicaragua,NIC,1984,3621067,3117599872,-1.566093913,60.1504878,0
Honduras,HND,1980,3635862,2566000032,0.668480713,59.61212195,0
Puerto Rico,PRI,1994,3649237,39691000000,4.184665227,73.97690244,0
Costa Rica,CRI,1997,3658020,12828975924,5.578186399,77.17736585,0
Dominican Republic,DOM,1963,3658264,940799872,6.502902855,54.00678049,0
Bolivia,BOL,1964,3666584,812543073.8,4.794559731,43.92117073,0
Puerto Rico,PRI,2012,3667084,1.01E+11,0.516052341,78.53553659,0
Panama,PAN,2010,3678128,26589600000,7.452241997,76.94870732,0
Puerto Rico,PRI,1995,3683103,42647000000,4.547810314,74.12507317,0
Puerto Rico,PRI,2011,3694093,98757000000,-0.259708487,78.35885366,0
Paraguay,PRY,1985,3703512,2966234024,4.523135678,67.29468293,0
Nicaragua,NIC,1985,3709708,2683699935,-4.081851488,60.66782927,0
Puerto Rico,PRI,2010,3721208,97147300000,-0.413254118,78.1822439,0
Puerto Rico,PRI,1996,3724655,45341000000,2.317511464,74.3624878,0
Panama,PAN,2011,3740282,31315800000,10.84904016,77.15680488,0
Puerto Rico,PRI,2009,3740410,95369800000,-1.952425142,78.00778049,0
Costa Rica,CRI,1998,3750585,14101753567,8.397847841,77.3732439,0
Honduras,HND,1981,3750850,2819500000,2.533202204,60.40585366,0
Bolivia,BOL,1965,3751047,908874535.9,5.62501857,44.23641463,0
Puerto Rico,PRI,1997,3759430,48187000000,4.88129845,74.66663415,0
Puerto Rico,PRI,2008,3760866,92605700000,-1.844269687,78.55892683,0
Dominican Republic,DOM,1964,3778110,1025599872,6.764865095,54.70031707,0
Puerto Rico,PRI,1998,3781101,54086000000,5.384110309,75.01141463,0
Puerto Rico,PRI,2007,3782995,88405000000,-1.162334653,78.42585366,0
Nicaragua,NIC,1986,3794923,2885799994,-1.017309161,61.25517073,0
Puerto Rico,PRI,1999,3800081,57841000000,3.271028037,75.38117073,0
Panama,PAN,2012,3802281,36252500000,10.67102374,77.36809756,0
Puerto Rico,PRI,2006,3805214,86157000000,-1.409589426,78.41634146,0
Puerto Rico,PRI,2000,3810605,61702000000,6.314731021,76.68926829,0
Paraguay,PRY,1986,3811042,3439716399,4.964835664,67.411,0
Puerto Rico,PRI,2001,3818774,69208000000,1.5,77.06682927,0
Puerto Rico,PRI,2005,3821362,82809000000,-1.987097219,78.29609756,0
Puerto Rico,PRI,2002,3823701,71624000000,2.170478552,77.7604878,0
Puerto Rico,PRI,2003,3826095,74827000000,2.341031888,78.07121951,0
Puerto Rico,PRI,2004,3826878,79209000000,1.987051662,78.17585366,0
Bolivia,BOL,1966,3838156,994044552.9,6.497295789,44.54312195,0
Costa Rica,CRI,1999,3841734,15796567138,8.222200687,77.55912195,0
Honduras,HND,1982,3868314,2903500032,-1.391216332,61.21207317,0
Nicaragua,NIC,1987,3877325,3851200118,-0.706352941,61.91007317,0
Dominican Republic,DOM,1965,3899504,888099968,-12.48183398,55.37882927,0
Paraguay,PRY,1987,3919708,3778316380,7.582304377,67.53985366,0
Bolivia,BOL,1967,3927961,1084059818,6.908867793,44.84078049,0
Costa Rica,CRI,2000,3929588,15946443103,1.8008246,77.7344878,0
Nicaragua,NIC,1988,3959636,2630900096,-12.44982204,62.61990244,0
Honduras,HND,1983,3988404,3076999968,-0.924352392,62.02480488,0
Costa Rica,CRI,2001,4013488,16403602943,1.076396317,77.89580488,0
Bolivia,BOL,1968,4020815,908874535.9,-12.16902788,45.13641463,0
Dominican Republic,DOM,1966,4022212,983900032,13.46334475,56.04426829,0
Paraguay,PRY,1988,4029203,4082625953,5.915372066,67.6832439,0
Nicaragua,NIC,1989,4045623,1013199987,-1.697612732,63.3704878,0
Costa Rica,CRI,2002,4093840,16844378578,2.902185091,78.04409756,0
Honduras,HND,1984,4111424,3319000000,4.345691137,62.83153659,0
Bolivia,BOL,1969,4117153,964615702.6,3.096013144,45.43956098,0
Nicaragua,NIC,1990,4137788,1009455502,-0.093064749,64.135,0
Paraguay,PRY,1989,4139286,4599970618,6.93520391,67.84217073,0
Dominican Republic,DOM,1967,4146104,1034800000,3.327542292,56.69509756,0
Costa Rica,CRI,2003,4171145,17517536016,6.404510783,78.18239024,0
Bolivia,BOL,1970,4217248,1017171717,-0.494821089,45.76626829,0
Nicaragua,NIC,1991,4237154,1488804124,-0.190712416,64.88409756,0
Honduras,HND,1985,4237518,3639499936,4.188233788,63.6137561,0
Costa Rica,CRI,2004,4246336,18596365927,4.259452774,78.31417073,0
Paraguay,PRY,1990,4249747,5695201563,4.12328288,68.01260976,0
Guatemala,GTM,1961,4253298,1076699904,4.298518462,46.10395122,0
Dominican Republic,DOM,1968,4271065,1079100032,0.238860413,57.33034146,0
Costa Rica,CRI,2005,4320130,19964893807,5.886377313,78.44602439,0
Bolivia,BOL,1971,4321324,1095454545,5.063336435,46.13563415,0
Nicaragua,NIC,1992,4342319,1792800000,0.385467117,65.59141463,0
Paraguay,PRY,1991,4360358,6984367763,3.493650155,68.19104878,0
Honduras,HND,1986,4366493,3808500032,0.722676795,64.35095122,0
Guatemala,GTM,1962,4369153,1143600000,3.536501459,46.68829268,0
Costa Rica,CRI,2006,4392493,22526464409,8.779640959,78.5845122,0
Dominican Republic,DOM,1969,4397027,1230499968,10.89144599,57.9465122,0
Bolivia,BOL,1972,4429194,1257615645,7.967485213,46.56017073,0
Nicaragua,NIC,1993,4450371,1756454281,-0.391138593,66.23914634,0
Costa Rica,CRI,2007,4463226,26321999607,7.935340515,78.73465854,0
Paraguay,PRY,1992,4470934,7157424031,1.696428011,68.37046341,0
Guatemala,GTM,1963,4488229,1262800000,9.541043854,47.28268293,0
Honduras,HND,1987,4497954,4152499968,6.031390048,65.03014634,0
Dominican Republic,DOM,1970,4523917,1485400064,18.22668279,58.53968293,0
Costa Rica,CRI,2008,4532711,29831164925,2.731620422,78.9004878,0
Bolivia,BOL,1973,4540197,1263018491,5.739161523,47.05041463,0
Nicaragua,NIC,1994,4557125,3863185116,3.337611856,66.82163415,0
Paraguay,PRY,1993,4581390,7249533620,4.936359415,68.55085366,0
Costa Rica,CRI,2009,4601424,29382590138,-1.015718862,79.0825122,0
Guatemala,GTM,1964,4610494,1299099904,4.632992258,47.88663415,0
Honduras,HND,1988,4631575,3970386396,4.609852676,65.64529268,0
Ecuador,ECU,1961,4644682,979108815.6,1.543079322,53.7607561,0
Dominican Republic,DOM,1971,4651703,1666400000,10.87146616,59.10490244,0
Bolivia,BOL,1974,4653409,2100249875,2.939567816,47.60787805,0
Nicaragua,NIC,1995,4659458,4140469999,5.911907914,67.3422439,0
Costa Rica,CRI,2010,4669685,36298327620,4.954320527,79.27970732,0
Paraguay,PRY,1994,4691695,7870982005,5.31791766,68.7307561,0
Guatemala,GTM,1965,4735961,1331399936,4.361769432,48.50860976,0
Costa Rica,CRI,2011,4737680,41032245031,4.434603903,79.48956098,0
Nicaragua,NIC,1996,4756631,4308351905,6.344268214,67.816,0
Honduras,HND,1989,4766961,3563448320,4.325852759,66.19443902,0
Bolivia,BOL,1975,4768177,2404697651,7.311017727,48.23297561,0
Ecuador,ECU,1962,4779559,958598183,4.55888374,54.3544878,0
Dominican Republic,DOM,1972,4780283,1987299968,10.39416404,59.63926829,0
Paraguay,PRY,1995,4801834,9062131475,6.822810304,68.91521951,0
Costa Rica,CRI,2012,4805295,45103963693,5.12899505,79.70502439,0
Nicaragua,NIC,1997,4849272,4389965591,3.966650996,68.26860976,0
Guatemala,GTM,1966,4864495,1390700032,5.512103896,49.16109756,0
Bolivia,BOL,1976,4884284,2732083958,4.614567486,48.92019512,0
Honduras,HND,1990,4903694,3048896181,0.096880451,66.68904878,0
Dominican Republic,DOM,1973,4909454,2344699904,12.89576373,60.14326829,0
Paraguay,PRY,1996,4911701,9788391781,1.573785132,69.11280488,0
Ecuador,ECU,1963,4919224,1038389646,3.875658199,54.89663415,0
Nicaragua,NIC,1998,4937320,4635267226,3.711681424,68.72031707,0
Guatemala,GTM,1967,4996199,1453500032,4.112175585,49.84904878,0
Bolivia,BOL,1977,5001971,3227436282,4.971215655,49.65292683,0
Nicaragua,NIC,1999,5021079,4855717872,7.035970548,69.17926829,0
Paraguay,PRY,1997,5021271,9965225678,4.242516103,69.32704878,0
Dominican Republic,DOM,1974,5038976,2925600000,6.001902861,60.61692683,0
Honduras,HND,1991,5041781,3068462060,3.252033799,67.14363415,0
Ecuador,ECU,1964,5063645,1156150862,7.811889158,55.38519512,0
Nicaragua,NIC,2000,5100920,5107329010,4.101590156,69.64658537,0
Bolivia,BOL,1978,5121608,3758220890,2.052694572,50.41363415,0
Paraguay,PRY,1998,5130723,9024567250,0.068037758,69.56146341,0
Guatemala,GTM,1968,5131566,1610499968,8.766035144,50.56895122,0
Dominican Republic,DOM,1975,5168720,3599300096,5.193253366,61.06219512,0
Nicaragua,NIC,2001,5176685,5323146568,2.960843514,70.11992683,0
Honduras,HND,1992,5180884,3419474979,5.624295763,67.57919512,0
Ecuador,ECU,1965,5212760,2387048255,4.717973439,55.82470732,0
Paraguay,PRY,1999,5240321,8392549939,-1.366079717,69.81253659,0
Bolivia,BOL,1979,5243771,4421343606,0.133344044,51.18980488,0
Nicaragua,NIC,2002,5248577,5224213019,0.753938935,70.58885366,0
Guatemala,GTM,1969,5271250,1715399936,4.736909091,51.31031707,0
Dominican Republic,DOM,1976,5298530,3951399936,6.728122679,61.48104878,0
Nicaragua,NIC,2003,5317878,5322437648,2.520732925,71.04495122,0
Honduras,HND,1993,5319841,3481990761,6.23003202,68.0087561,0
Paraguay,PRY,2000,5350253,8195993191,-2.314140569,70.07670732,0
Ecuador,ECU,1966,5366554,2429309514,-0.339525639,56.22565854,0
Bolivia,BOL,1980,5368901,4537487843,-1.371772908,51.96843902,0
Nicaragua,NIC,2004,5386299,5795568203,5.31217049,71.48631707,0
Guatemala,GTM,1970,5415616,1904000000,5.707883612,52.05314634,0
Dominican Republic,DOM,1977,5428547,4587100160,4.981783945,61.87890244,0
Nicaragua,NIC,2005,5455219,6322582497,4.282398326,71.90995122,0
Honduras,HND,1994,5457189,3432356579,-1.30325709,68.43680488,0
Paraguay,PRY,2001,5460621,7662594857,-0.834054713,70.34690244,0
Bolivia,BOL,1981,5497112,5891606678,0.275616374,52.74312195,0
Nicaragua,NIC,2006,5524927,6786294613,4.1520692,72.31636585,0
Ecuador,ECU,1967,5524930,2553596092,4.621073941,56.60658537,0
Dominican Republic,DOM,1978,5559298,4774400000,2.140684707,62.26514634,0
Guatemala,GTM,1971,5565101,1984800000,5.58375446,52.77402439,0
Paraguay,PRY,2002,5571371,6325151820,-0.021404398,70.61504878,0
Honduras,HND,1995,5591935,3911053180,4.06297613,68.85787805,0
Nicaragua,NIC,2007,5595533,7446636655,5.028992327,72.7064878,0
Bolivia,BOL,1982,5628347,5594118401,-3.938737928,53.50836585,0
Nicaragua,NIC,2008,5667983,8254342300,3.995379948,73.0822439,0
Paraguay,PRY,2003,5682350,6588103956,4.320745486,70.87156098,0
Ecuador,ECU,1968,5687634,2582180794,1.909438399,56.98553659,0
Dominican Republic,DOM,1979,5691517,5498800128,4.531399122,62.64726829,0
Guatemala,GTM,1972,5719315,2101299968,7.333051564,53.4524878,0
Honduras,HND,1996,5723639,4034037162,3.595249715,69.26,0
Nicaragua,NIC,2009,5743329,8156131183,-2.17859415,73.44412195,0
Bolivia,BOL,1983,5762673,5422656262,-4.0421214,54.26021951,0
Paraguay,PRY,2004,5793330,8033877459,4.057418362,71.11092683,0
Nicaragua,NIC,2010,5822209,8586295846,3.622666628,73.79512195,0
Dominican Republic,DOM,1980,5825715,6631000064,7.968738587,63.03568293,0
Honduras,HND,1997,5852719,4663193916,4.993718593,69.62768293,0
Ecuador,ECU,1969,5854337,3112166848,4.66923798,57.37346341,0
Guatemala,GTM,1973,5876798,2569200128,6.782834416,54.07402439,0
Bolivia,BOL,1984,5900127,6169481549,-0.200671851,54.98965854,0
Paraguay,PRY,2005,5904170,8734651354,2.133490667,71.32656098,0
Nicaragua,NIC,2011,5905146,9635568028,5.448995726,74.13470732,0
Dominican Republic,DOM,1981,5962066,7266999808,4.279867406,63.43936585,0
Honduras,HND,1998,5980152,5202215657,2.901585402,69.95443902,0
Nicaragua,NIC,2012,5991733,10507356838,5.20455215,74.46539024,0
Paraguay,PRY,2006,6014781,10662013294,4.807117193,71.5134878,0
Ecuador,ECU,1970,6024764,2862504170,6.87192933,57.77787805,0
Guatemala,GTM,1974,6035549,3161499904,6.375029959,54.63414634,0
Bolivia,BOL,1985,6040757,5377277407,-1.676387517,55.69212195,0
Dominican Republic,DOM,1982,6100385,7964000256,1.698708696,63.86282927,0
Honduras,HND,1999,6107385,5372543554,-1.889534884,70.2387561,0
Paraguay,PRY,2007,6125285,13837525590,5.421622872,71.67421951,0
Bolivia,BOL,1986,6184440,3959379488,-2.573877379,56.36504878,0
Guatemala,GTM,1975,6194218,3645900032,1.949990754,55.1327561,0
Ecuador,ECU,1971,6198787,2754220263,6.292606196,58.2012439,0
Honduras,HND,2000,6235561,7105541205,5.748148148,70.48414634,0
Paraguay,PRY,2008,6236005,18504760911,6.359120793,71.81180488,0
Dominican Republic,DOM,1983,6240380,8622000128,4.627946289,64.30807317,0
Bolivia,BOL,1987,6331219,4347956299,2.463479559,57.01036585,0
Paraguay,PRY,2009,6347383,15954961410,-3.965695464,71.92778049,0
Guatemala,GTM,1976,6352074,4365300224,7.387265656,55.57882927,0
Honduras,HND,2001,6365040,7566501476,2.723218805,70.69707317,0
Ecuador,ECU,1972,6376333,3185987235,5.017640704,58.64104878,0
Dominican Republic,DOM,1984,6381602,10330399744,1.252895988,64.77763415,0
Paraguay,PRY,2010,6459721,20028375554,13.09300152,72.02665854,0
Bolivia,BOL,1988,6481463,4597615563,2.909505435,57.6295122,0
Honduras,HND,2002,6495801,7776438041,3.754348877,70.8905122,0
Guatemala,GTM,1977,6509758,5480500224,7.809220681,55.9917561,0
Dominican Republic,DOM,1985,6523696,5044579959,-2.122534999,65.27253659,0
Ecuador,ECU,1973,6557257,3891755552,13.95068213,59.0962439,0
Paraguay,PRY,2011,6573097,26007966687,4.340688165,72.11346341,0
Honduras,HND,2003,6628171,8140284929,4.547036046,71.07746341,0
Bolivia,BOL,1989,6635658,4715978868,3.790128399,58.21943902,0
Dominican Republic,DOM,1986,6666429,6122128260,3.521993233,65.79578049,0
Guatemala,GTM,1978,6668975,6070600192,4.996689801,56.3915122,0
Paraguay,PRY,2012,6687361,25502060502,-1.21310189,72.19373171,0
Ecuador,ECU,1974,6741417,6599259421,11.20850963,59.56985366,0
Honduras,HND,2004,6762426,8772167983,6.232322091,71.26790244,0
Bolivia,BOL,1990,6794046,4867582620,4.635787902,58.77858537,0
Dominican Republic,DOM,1987,6809797,5827050853,10.1173674,66.33892683,0
Guatemala,GTM,1979,6832183,6902600192,4.713456153,56.79058537,0
